survey_results,enterprise,operating_unit,ca,rg,respondent,respondent_title,capability_status,people,tools,processes,equipment,facilities,supplies,catalogue,capability_group,capability_subgroup,capability,Capability Status,People (avg),Tools (avg),Processes (avg),Equipment (avg),Facilities (avg),Supplies (avg),average
Coastal and marine modelling [SR3145],CSIR,BUILT ENVIRONMENT,HIE - Hydraulic Infrastructure Engineering,Coastal Engineering and Port Infrastructure,EMABILLE,RGL,Mature,Unbalanced,Under resourced,CSIR Proprietary/Unique,Under resourced,Not applicable,Freely available,Environment and Natural Resources,Marine,Marine (Coastal and marine modelling),Coastal and marine modelling,4,1,2,4,1,0,4,2.6666666667
Coastal and marine observation and prediction systems [SR3146],CSIR,BUILT ENVIRONMENT,HIE - Hydraulic Infrastructure Engineering,Coastal Engineering and Port Infrastructure,EMABILLE,RGL,Mature,Unbalanced,Under resourced,Formal approach,Under resourced,Not applicable,Freely available,Environment and Natural Resources,Marine,Marine (Coastal and marine observation and prediction systems),Coastal and marine observation and prediction systems,4,1,2,3,1,0,4,2.5
Decision support systems [2630],CSIR,BUILT ENVIRONMENT,HIE - Hydraulic Infrastructure Engineering,Coastal Engineering and Port Infrastructure,EMABILLE,RGL,Mature,Unbalanced,Sufficiently resourced,CSIR Proprietary/Unique,Sufficiently resourced,Not applicable,Freely available,Environment and Natural Resources,Marine,Marine (Environmental monitoring),Decision support systems,4,1,3,4,3,0,4,3.1666666667
Decision Support Technologies [SR3149],CSIR,BUILT ENVIRONMENT,HIE - Hydraulic Infrastructure Engineering,Coastal Engineering and Port Infrastructure,EMABILLE,RGL,Mature,Unbalanced,Under resourced,CSIR Proprietary/Unique,Sufficiently resourced,Needs upgrade,Freely available,Modern and Emerging Technologies,Decision Support,Decision Support (Decision Support Technologies),Decision Support Technologies,4,1,2,4,3,2,4,2.8571428571
Facilities Layout [SR3147],CSIR,BUILT ENVIRONMENT,HIE - Hydraulic Infrastructure Engineering,Coastal Engineering and Port Infrastructure,EMABILLE,RGL,Mature,Unbalanced,Under resourced,Formal approach,Under resourced,Old,Freely available,Industrial Engineering,Industrial Engineering (Facilities Engineering),Facilities Engineering,Facilities Layout,4,1,2,3,1,1,4,2.2857142857
Geophysical [2626],CSIR,BUILT ENVIRONMENT,HIE - Hydraulic Infrastructure Engineering,Coastal Engineering and Port Infrastructure,EMABILLE,RGL,Mature,Unbalanced,Under resourced,Formal approach,Under resourced,New requirement,Freely available,Environment and Natural Resources,Marine,Marine (Marine survey),Geophysical,4,1,2,3,1,3,4,2.5714285714
Hydraulic modelling [2619],CSIR,BUILT ENVIRONMENT,HIE - Hydraulic Infrastructure Engineering,Coastal Engineering and Port Infrastructure,EMABILLE,RGL,Developing,Unbalanced,Under resourced,Formal approach,Under resourced,Not applicable,Freely available,Environment and Natural Resources,Marine,Marine (Numerical modelling),Hydraulic modelling,3,1,2,3,1,0,4,2.3333333333
Hydraulic modelling [2623],CSIR,BUILT ENVIRONMENT,HIE - Hydraulic Infrastructure Engineering,Coastal Engineering and Port Infrastructure,EMABILLE,RGL,Mature,Unbalanced,Under resourced,Formal approach,Under resourced,Old,Freely available,Environment and Natural Resources,Marine,Marine (Physical modelling),Hydraulic modelling,4,1,2,3,1,1,4,2.2857142857
Marine infrastructure assessment [2627],CSIR,BUILT ENVIRONMENT,HIE - Hydraulic Infrastructure Engineering,Coastal Engineering and Port Infrastructure,EMABILLE,RGL,Mature,Unbalanced,Sufficiently resourced,Formal approach,Under resourced,Working condition,Freely available,Environment and Natural Resources,Marine,Marine (Marine survey),Marine infrastructure assessment,4,1,3,3,1,4,4,2.8571428571
"Modelling, Simulation and Gaming [SR3148]",CSIR,BUILT ENVIRONMENT,HIE - Hydraulic Infrastructure Engineering,Coastal Engineering and Port Infrastructure,EMABILLE,RGL,Developing,Unbalanced,Under resourced,Formal approach,Under resourced,Not applicable,Freely available,Modern and Emerging Technologies,"(Modelling, Simulation and Gaming)","(Modelling, Simulation and Gaming) (Modelling, Simulation and Gaming)","Modelling, Simulation and Gaming",3,1,2,3,1,0,4,2.3333333333
Real time data acquisition and dissemination [2629],CSIR,BUILT ENVIRONMENT,HIE - Hydraulic Infrastructure Engineering,Coastal Engineering and Port Infrastructure,EMABILLE,RGL,Mature,Unbalanced,Sufficiently resourced,CSIR Proprietary/Unique,Sufficiently resourced,Not applicable,Freely available,Environment and Natural Resources,Marine,Marine (Environmental monitoring),Real time data acquisition and dissemination,4,1,3,4,3,0,4,3.1666666667
Real Time Information Management Systems [SR3150],CSIR,BUILT ENVIRONMENT,HIE - Hydraulic Infrastructure Engineering,Coastal Engineering and Port Infrastructure,EMABILLE,RGL,Mature,Unbalanced,Under resourced,CSIR Proprietary/Unique,Sufficiently resourced,Not applicable,Not applicable,Modern and Emerging Technologies,Decision Support,Decision Support (Real Time Information Management Systems),Real Time Information Management Systems,4,1,2,4,3,0,0,2.8
Sediment modelling [2620],CSIR,BUILT ENVIRONMENT,HIE - Hydraulic Infrastructure Engineering,Coastal Engineering and Port Infrastructure,EMABILLE,RGL,Emerging,Developing,Under resourced,Formal approach,Under resourced,Not applicable,Freely available,Environment and Natural Resources,Marine,Marine (Numerical modelling),Sediment modelling,2,3,2,3,1,0,4,2.5
Sediment modelling [2624],CSIR,BUILT ENVIRONMENT,HIE - Hydraulic Infrastructure Engineering,Coastal Engineering and Port Infrastructure,EMABILLE,RGL,Emerging,Emerging,Not resourced,Formal approach,Under resourced,Old,Freely available,Environment and Natural Resources,Marine,Marine (Physical modelling),Sediment modelling,2,2,1,3,1,1,4,2
Ship manoeuvring [2618],CSIR,BUILT ENVIRONMENT,HIE - Hydraulic Infrastructure Engineering,Coastal Engineering and Port Infrastructure,EMABILLE,RGL,Mature,Unbalanced,Under resourced,Formal approach,Under resourced,Not applicable,Freely available,Environment and Natural Resources,Marine,Marine (Numerical modelling),Ship manoeuvring,4,1,2,3,1,0,4,2.5
Ship manoeuvring [2622],CSIR,BUILT ENVIRONMENT,HIE - Hydraulic Infrastructure Engineering,Coastal Engineering and Port Infrastructure,EMABILLE,RGL,Mature,Unbalanced,Under resourced,Formal approach,Under resourced,Old,Freely available,Environment and Natural Resources,Marine,Marine (Physical modelling),Ship manoeuvring,4,1,2,3,1,1,4,2.2857142857
Ship motions [2617],CSIR,BUILT ENVIRONMENT,HIE - Hydraulic Infrastructure Engineering,Coastal Engineering and Port Infrastructure,EMABILLE,RGL,Mature,Unbalanced,Under resourced,CSIR Proprietary/Unique,Under resourced,Not applicable,Freely available,Environment and Natural Resources,Marine,Marine (Numerical modelling),Ship motions,4,1,2,4,1,0,4,2.6666666667
Ship motions [2621],CSIR,BUILT ENVIRONMENT,HIE - Hydraulic Infrastructure Engineering,Coastal Engineering and Port Infrastructure,EMABILLE,RGL,Mature,Unbalanced,Under resourced,CSIR Proprietary/Unique,Under resourced,Old,Freely available,Environment and Natural Resources,Marine,Marine (Physical modelling),Ship motions,4,1,2,4,1,1,4,2.4285714286
"Waves, currents, tides, wind, water quality [2628]",CSIR,BUILT ENVIRONMENT,HIE - Hydraulic Infrastructure Engineering,Coastal Engineering and Port Infrastructure,EMABILLE,RGL,Mature,Unbalanced,Sufficiently resourced,CSIR Proprietary/Unique,Under resourced,Not applicable,Freely available,Environment and Natural Resources,Marine,Marine (Environmental monitoring),"Waves, currents, tides, wind, water quality",4,1,3,4,1,0,4,2.8333333333
Wind energy [SR3144],CSIR,BUILT ENVIRONMENT,HIE - Hydraulic Infrastructure Engineering,Coastal Engineering and Port Infrastructure,EMABILLE,RGL,Developing,Unbalanced,Sufficiently resourced,Formal approach,Sufficiently resourced,New requirement,Freely available,Environment and Natural Resources,Environmental Management Services,Environmental Management Services (Wind energy),Wind energy,3,1,3,3,3,3,4,2.8571428571
Assessment of water waste streams and decision-support coupling to minimise impacts and maximise reuse SR[884],CSIR,BUILT ENVIRONMENT,HIE - HYDRAULIC INFRASTRUCTURE ENGINEERING,Water Service and Asset Management,RMBHELE,RGL,Mature,Well resourced,Sufficiently resourced,Formal approach,Sufficiently resourced,Working condition,Controlled,Environment and Natural Resources,Wastewater,Wastewater (Assessment of water waste streams and decision-support coupling to minimise impacts and maximise reuse),Assessment of water waste streams and decision-support coupling to minimise impacts and maximise reuse,4,4,3,3,3,4,3,3.4285714286
beneficial reuse of wastewater from different water-use sectors SR[2225],CSIR,BUILT ENVIRONMENT,HIE - Hydraulic Infrastructure Engineering,Water Service and Asset Management,RMBHELE,RGL,Mature,Emerging,Under resourced,Formal approach,Under resourced,Needs upgrade,Controlled,Environment and Natural Resources,Wastewater,Wastewater (beneficial reuse of wastewater from different water-use sectors),beneficial reuse of wastewater from different water-use sectors,4,2,2,3,1,2,3,2.4285714286
beneficial reuse of wastewater from different water-use sectors SR[885],CSIR,BUILT ENVIRONMENT,HIE - HYDRAULIC INFRASTRUCTURE ENGINEERING,Water Service and Asset Management,RMBHELE,RGL,Developing,Developing,Under resourced,Formal approach,Under resourced,New requirement,Controlled,Environment and Natural Resources,Wastewater,Wastewater (beneficial reuse of wastewater from different water-use sectors),beneficial reuse of wastewater from different water-use sectors,3,3,2,3,1,3,3,2.5714285714
"Detailed design (All disciplines eg mechanical, electrical, electronic, software, material, process, etc) SR[882]",CSIR,BUILT ENVIRONMENT,HIE - HYDRAULIC INFRASTRUCTURE ENGINEERING,Water Service and Asset Management,RMBHELE,RGL,Developing,Developing,Under resourced,Formal approach,Under resourced,New requirement,Controlled,Product and Process Design & Development,Design Phase,"Design Phase (Detailed design (All disciplines eg mechanical, electrical, electronic, software, material, process, etc))","Detailed design (All disciplines eg mechanical, electrical, electronic, software, material, process, etc)",3,3,2,3,1,3,3,2.5714285714
Development of hydraulic models SR[2426],CSIR,BUILT ENVIRONMENT,HIE - Hydraulic Infrastructure Engineering,Water Service and Asset Management,RMBHELE,RGL,Mature,Emerging,Under resourced,Formal approach,Under resourced,Needs upgrade,Controlled,Environment and Natural Resources,Water,Service,Development of hydraulic models,4,2,2,3,1,2,3,2.4285714286
Process audits SR[883],CSIR,BUILT ENVIRONMENT,HIE - HYDRAULIC INFRASTRUCTURE ENGINEERING,Water Service and Asset Management,RMBHELE,RGL,Mature,Well resourced,Sufficiently resourced,Formal approach,Sufficiently resourced,Working condition,Freely available,Environment and Natural Resources,Asset Management,Asset Management (Process audits),Process audits,4,4,3,3,3,4,4,3.5714285714
Remediation technologies SR[2226],CSIR,BUILT ENVIRONMENT,HIE - Hydraulic Infrastructure Engineering,Water Service and Asset Management,RMBHELE,RGL,Mature,Emerging,Under resourced,Formal approach,Under resourced,Needs upgrade,Controlled,Environment and Natural Resources,Wastewater,Wastewater (Remediation technologies),Remediation technologies,4,2,2,3,1,2,3,2.4285714286
Remediation technologies SR[886],CSIR,BUILT ENVIRONMENT,HIE - HYDRAULIC INFRASTRUCTURE ENGINEERING,Water Service and Asset Management,RMBHELE,RGL,Mature,Unbalanced,Under resourced,Formal approach,Under resourced,Needs upgrade,Controlled,Environment and Natural Resources,Wastewater,Wastewater (Remediation technologies),Remediation technologies,4,1,2,3,1,2,3,2.2857142857
Technology development for industrial effluent SR[2424],CSIR,BUILT ENVIRONMENT,HIE - Hydraulic Infrastructure Engineering,Water Service and Asset Management,RMBHELE,RGL,Mature,Emerging,Under resourced,Formal approach,Under resourced,Needs upgrade,Controlled,Environment and Natural Resources,Water,Wastewater,Technology development for industrial effluent,4,2,2,3,1,2,3,2.4285714286
Technology development for mine water  SR[2425],CSIR,BUILT ENVIRONMENT,HIE - Hydraulic Infrastructure Engineering,Water Service and Asset Management,RMBHELE,RGL,Mature,Emerging,Under resourced,Formal approach,Under resourced,Needs upgrade,Controlled,Environment and Natural Resources,Water,Wastewater,Technology development for mine water,4,2,2,3,1,2,3,2.4285714286
Climate Change risk and vulnerability analysis SR[876],CSIR,BUILT ENVIRONMENT,SPS - SPATIAL PLANNING AND SYSTEMS,Decision Support and System Analysis,RKOEN,RGL,Developing,Emerging,Well resourced,CSIR Proprietary/Unique,Not applicable,Not applicable,Not applicable,Environment and Natural Resources,Climate,Climate (Climate Change risk and vulnerability analysis),Climate Change risk and vulnerability analysis,3,2,4,4,0,0,0,3.25
Energy System Optimisation SR[878],CSIR,BUILT ENVIRONMENT,SPS - SPATIAL PLANNING AND SYSTEMS,Decision Support and System Analysis,RKOEN,RGL,Mature,Well resourced,Well resourced,CSIR Proprietary/Unique,Not applicable,Not applicable,Not applicable,Environment and Natural Resources,Energy Generation and Storage,Energy Generation and Storage (Energy System Optimisation),Energy System Optimisation,4,4,4,4,0,0,0,4
Human health risk and impact assessment SR[874],CSIR,BUILT ENVIRONMENT,SPS - SPATIAL PLANNING AND SYSTEMS,Decision Support and System Analysis,RKOEN,RGL,Mature,Emerging,Well resourced,CSIR Proprietary/Unique,Not applicable,Not applicable,Not applicable,Environment and Natural Resources,Air Quality,Air Quality (Human health risk and impact assessment),Human health risk and impact assessment,4,2,4,4,0,0,0,3.5
Modelling and Assessment SR[875],CSIR,BUILT ENVIRONMENT,SPS - SPATIAL PLANNING AND SYSTEMS,Decision Support and System Analysis,RKOEN,RGL,Mature,Emerging,Well resourced,CSIR Proprietary/Unique,Not applicable,Not applicable,Not applicable,Environment and Natural Resources,Air Quality,Air Quality (Modelling and Assessment),Modelling and Assessment,4,2,4,4,0,0,0,3.5
Operations research tools and techniques SR[879],CSIR,BUILT ENVIRONMENT,SPS - SPATIAL PLANNING AND SYSTEMS,Decision Support and System Analysis,RKOEN,RGL,Subcritical,Developing,Under resourced,Formal approach,Not applicable,Not applicable,Not applicable,Industrial Engineering,Industrial Engineering (Operations Research and Analysis),Operations Research and Analysis,Operations research tools and techniques,1,3,2,3,0,0,0,2.25
Other analytical tools and techniques SR[880],CSIR,BUILT ENVIRONMENT,SPS - SPATIAL PLANNING AND SYSTEMS,Decision Support and System Analysis,RKOEN,RGL,Developing,Developing,Under resourced,Formal approach,Not applicable,Not applicable,Not applicable,Industrial Engineering,Industrial Engineering (Operations Research and Analysis),Operations Research and Analysis,Other analytical tools and techniques,3,3,2,3,0,0,0,2.75
Simulation tools and techniques SR[881],CSIR,BUILT ENVIRONMENT,SPS - SPATIAL PLANNING AND SYSTEMS,Decision Support and System Analysis,RKOEN,RGL,Mature,Well resourced,Under resourced,Formal approach,Not applicable,Not applicable,Not applicable,Industrial Engineering,Industrial Engineering (Operations Research and Analysis),Operations Research and Analysis,Simulation tools and techniques,4,4,2,3,0,0,0,3.25
Statistical analysis tools and techniques [2651],CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Decision Support and System Analysis,RKOEN,RGL,Mature,Well resourced,Well resourced,CSIR Proprietary/Unique,Well resourced,Not applicable,Not applicable,Industrial Engineering,Industrial Engineering (Operations Research and Analysis),Operations Research and Analysis,Statistical analysis tools and techniques,4,4,4,4,4,0,0,4
Systems ecology  (e.g. forestry) SR[877],CSIR,BUILT ENVIRONMENT,SPS - SPATIAL PLANNING AND SYSTEMS,Decision Support and System Analysis,RKOEN,RGL,Mature,Well resourced,Sufficiently resourced,CSIR Proprietary/Unique,Sufficiently resourced,Working condition,Not applicable,Environment and Natural Resources,Earth,Earth (Systems ecology  (e.g. forestry)),Systems ecology  (e.g. forestry),4,4,3,4,3,4,0,3.6666666667
Business intelligence [SR3102],CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Sustainable Human Settlements and Informatics,DKRUGER,RGL,Developing,Unbalanced,Under resourced,Informal approach,Not applicable,Not applicable,Controlled,Modern and Emerging Technologies,Technology Transfer,Technology Transfer (Business intelligence),Business intelligence,3,1,2,2,0,0,3,2.2
Collaborative Research in Data Processing [SR3095],CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Sustainable Human Settlements and Informatics,DKRUGER,RGL,Emerging,Unbalanced,Under resourced,Informal approach,Not applicable,Not applicable,Controlled,Modern and Emerging Technologies,Big Data Analytics & Visualisation,Data Storage and Processing,Collaborative Research in Data Processing,2,1,2,2,0,0,3,2
Context-aware computing [SR3099],CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Sustainable Human Settlements and Informatics,DKRUGER,RGL,Mature,Well resourced,Sufficiently resourced,Formal approach,Sufficiently resourced,Not applicable,Freely available,Modern and Emerging Technologies,Spatial Analytics,Spatial Analytics (Context-aware computing),Context-aware computing,4,4,3,3,3,0,4,3.5
Crowd sourcing [SR3098],CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Sustainable Human Settlements and Informatics,DKRUGER,RGL,Subcritical,Emerging,Under resourced,Informal approach,Not applicable,Not applicable,Controlled,Modern and Emerging Technologies,Informatics,Informatics (Crowd sourcing),Crowd sourcing,1,2,2,2,0,0,3,2
Customer focussed practices (needs/requirements identification and translation to appropriate market/product strategy) [SR3091],CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Sustainable Human Settlements and Informatics,DKRUGER,RGL,Mature,Well resourced,Not applicable,Informal approach,Not applicable,Not applicable,Controlled,Industrial Engineering,Industrial Engineering (Engineering Management),Engineering Management,Customer focussed practices (needs/requirements identification and translation to appropriate market/product strategy),4,4,0,2,0,0,3,3.25
Data analysis [SR3096],CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Sustainable Human Settlements and Informatics,DKRUGER,RGL,Mature,Well resourced,Sufficiently resourced,Formal approach,Not applicable,Not applicable,Controlled,Modern and Emerging Technologies,Big Data Analytics & Visualisation,Data Storage and Processing,Data analysis,4,4,3,3,0,0,3,3.4
Decision Support Technologies [SR3097],CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Sustainable Human Settlements and Informatics,DKRUGER,RGL,Mature,Well resourced,Sufficiently resourced,Formal approach,Not applicable,Not applicable,Controlled,Modern and Emerging Technologies,Decision Support,Decision Support (Decision Support Technologies),Decision Support Technologies,4,4,3,3,0,0,3,3.4
Design for Safety SR[258],CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Sustainable Human Settlements and Informatics,DKRUGER,RGL,Mature,Well resourced,Not resourced,Formal approach,Not applicable,Not applicable,Freely available,Product and Process Design & Development,Design Phase,Design Phase (Design for Safety),Design for Safety,4,4,1,3,0,0,4,3.2
"Detailed design (All disciplines eg mechanical, electrical, electronic, software, material, process, etc) SR[259]",CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Sustainable Human Settlements and Informatics,DKRUGER,RGL,Developing,Unbalanced,Not applicable,Informal approach,Not applicable,Not applicable,Freely available,Product and Process Design & Development,Design Phase,"Design Phase (Detailed design (All disciplines eg mechanical, electrical, electronic, software, material, process, etc))","Detailed design (All disciplines eg mechanical, electrical, electronic, software, material, process, etc)",3,1,0,2,0,0,4,2.5
Enterprise market support [SR3087],CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Sustainable Human Settlements and Informatics,DKRUGER,RGL,Developing,Developing,Sufficiently resourced,Informal approach,Not applicable,Not applicable,Controlled,Enterprise Development,Enterprise creation and development,Incubation,Enterprise market support,3,3,3,2,0,0,3,2.8
Global Earth Observation Systems of Systems (GEOSS) [SR3089],CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Sustainable Human Settlements and Informatics,DKRUGER,RGL,Subcritical,Emerging,Sufficiently resourced,Formal approach,Not applicable,Not applicable,Controlled,Environment and Natural Resources,Earth,Earth (Global Earth Observation Systems of Systems (GEOSS)),Global Earth Observation Systems of Systems (GEOSS),1,2,3,3,0,0,3,2.4
Information system analysis and design [SR3092],CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Sustainable Human Settlements and Informatics,DKRUGER,RGL,Emerging,Emerging,Under resourced,Formal approach,Not applicable,Not applicable,Controlled,Industrial Engineering,Industrial Engineering (Information Engineering),Information Engineering,Information system analysis and design,2,2,2,3,0,0,3,2.4
Knowledge portals [SR3103],CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Sustainable Human Settlements and Informatics,DKRUGER,RGL,Emerging,Developing,Under resourced,Informal approach,Not applicable,Not applicable,Controlled,Modern and Emerging Technologies,Technology Transfer,Technology Transfer (Knowledge portals),Knowledge portals,2,3,2,2,0,0,3,2.4
Location-based services [SR3100],CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Sustainable Human Settlements and Informatics,DKRUGER,RGL,Developing,Emerging,Under resourced,Formal approach,Not applicable,Not applicable,Not applicable,Modern and Emerging Technologies,Spatial Analytics,Spatial Analytics (Location-based services),Location-based services,3,2,2,3,0,0,0,2.5
Logistics and supply chain development [SR3086],CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Sustainable Human Settlements and Informatics,DKRUGER,RGL,Emerging,Developing,Not resourced,Formal approach,Not applicable,Not applicable,Controlled,Enterprise Development,Enterprise creation and development,Competitiveness improvement,Logistics and supply chain development,2,3,1,3,0,0,3,2.4
Machine Learning [SR3101],CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Sustainable Human Settlements and Informatics,DKRUGER,RGL,Developing,Unbalanced,Not resourced,Informal approach,Not applicable,Not applicable,Not applicable,Modern and Emerging Technologies,Spatial Analytics,Spatial Analytics (Machine Learning),Machine Learning,3,1,1,2,0,0,0,1.75
Market Feasibility studies [SR3088],CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Sustainable Human Settlements and Informatics,DKRUGER,RGL,Developing,Developing,Sufficiently resourced,Informal approach,Not applicable,Not applicable,Controlled,Enterprise Development,Opportunity assessment and packaging,Techno-economic Feasibility studies,Market Feasibility studies,3,3,3,2,0,0,3,2.8
"Modelling, Simulation and Gaming [SR3094]",CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Sustainable Human Settlements and Informatics,DKRUGER,RGL,Developing,Unbalanced,Sufficiently resourced,Formal approach,Not applicable,Not applicable,Controlled,Modern and Emerging Technologies,"(Modelling, Simulation and Gaming)","(Modelling, Simulation and Gaming) (Modelling, Simulation and Gaming)","Modelling, Simulation and Gaming",3,1,3,3,0,0,3,2.6
"Planning, generating, distributing, analysing and using data to facilitate decision making and communication [SR3093]",CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Sustainable Human Settlements and Informatics,DKRUGER,RGL,Mature,Well resourced,Sufficiently resourced,Informal approach,Not applicable,Not applicable,Controlled,Industrial Engineering,Industrial Engineering (Information Engineering),Information Engineering,"Planning, generating, distributing, analysing and using data to facilitate decision making and communication",4,4,3,2,0,0,3,3.2
Requirements management SR[257],CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Sustainable Human Settlements and Informatics,DKRUGER,RGL,Developing,Unbalanced,Not applicable,Informal approach,Over resourced,Not applicable,Not applicable,Product and Process Design & Development,Concept Phase,Concept Phase (Requirements management),Requirements management,3,1,0,2,2,0,0,2
Smart agriculture systems [SR3090],CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Sustainable Human Settlements and Informatics,DKRUGER,RGL,Subcritical,Emerging,Under resourced,Informal approach,Not applicable,Not applicable,Controlled,Environment and Natural Resources,Environmental Management Services,Environmental Management Services (Smart agriculture systems),Smart agriculture systems,1,2,2,2,0,0,3,2
Asset registers [SR3105],CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Urban and Regional Planning,GMANS,RGL,Developing,Well resourced,Sufficiently resourced,Formal approach,Sufficiently resourced,Working condition,Not applicable,Environment and Natural Resources,Asset Management,Asset Management (Asset registers),Asset registers,3,4,3,3,3,4,0,3.3333333333
Big Data Analytics [SR3117],CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Urban and Regional Planning,GMANS,RGL,Developing,Unbalanced,Sufficiently resourced,Not applicable,Sufficiently resourced,Working condition,Not applicable,Modern and Emerging Technologies,Big Data Analytics & Visualisation,Data Storage and Processing,Big Data Analytics,3,1,3,0,3,4,0,2.8
"Biodiversity, Tourism & Conservation [SR3110]",CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Urban and Regional Planning,GMANS,RGL,Developing,Unbalanced,Sufficiently resourced,Formal approach,Sufficiently resourced,Working condition,Not applicable,Environment and Natural Resources,Environmental Management Services,"Environmental Management Services (Biodiversity, Tourism & Conservation)","Biodiversity, Tourism & Conservation",3,1,3,3,3,4,0,2.8333333333
Blockchain Technology [SR3114],CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Urban and Regional Planning,GMANS,RGL,Emerging,Emerging,Not resourced,Formal approach,Under resourced,New requirement,Not applicable,Modern and Emerging Technologies,(Blockchain Technology),(Blockchain Technology) (Blockchain Technology),Blockchain Technology,2,2,1,3,1,3,0,2
Building coastal resilience [SR3113],CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Urban and Regional Planning,GMANS,RGL,Emerging,Unbalanced,Well resourced,Formal approach,Sufficiently resourced,Working condition,Not applicable,Environment and Natural Resources,Marine,Marine (Building coastal resilience),Building coastal resilience,2,1,4,3,3,4,0,2.8333333333
Climate Change and human health risk and impact assessment [SR3106],CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Urban and Regional Planning,GMANS,RGL,Developing,Well resourced,Well resourced,CSIR Proprietary/Unique,Well resourced,Working condition,Not applicable,Environment and Natural Resources,Climate,Climate (Climate Change and human health risk and impact assessment),Climate Change and human health risk and impact assessment,3,4,4,4,4,4,0,3.8333333333
Climate Change mitigation and adaptation [SR3107],CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Urban and Regional Planning,GMANS,RGL,Mature,Well resourced,Well resourced,CSIR Proprietary/Unique,Well resourced,Working condition,Not applicable,Environment and Natural Resources,Climate,Climate (Climate Change mitigation and adaptation),Climate Change mitigation and adaptation,4,4,4,4,4,4,0,4
Climate Change risk and vulnerability analysis [SR3108],CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Urban and Regional Planning,GMANS,RGL,Mature,Well resourced,Well resourced,CSIR Proprietary/Unique,Well resourced,Working condition,Not applicable,Environment and Natural Resources,Climate,Climate (Climate Change risk and vulnerability analysis),Climate Change risk and vulnerability analysis,4,4,4,4,4,4,0,4
Collaborative Research in Data Processing [SR3118],CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Urban and Regional Planning,GMANS,RGL,Developing,Developing,Under resourced,Not applicable,Under resourced,Not applicable,Not applicable,Modern and Emerging Technologies,Big Data Analytics & Visualisation,Data Storage and Processing,Collaborative Research in Data Processing,3,3,2,0,1,0,0,2.25
Data analysis [SR3119],CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Urban and Regional Planning,GMANS,RGL,Developing,Unbalanced,Sufficiently resourced,Not applicable,Sufficiently resourced,Working condition,Not applicable,Modern and Emerging Technologies,Big Data Analytics & Visualisation,Data Storage and Processing,Data analysis,3,1,3,0,3,4,0,2.8
Decision Support Technologies [SR3120],CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Urban and Regional Planning,GMANS,RGL,Mature,Well resourced,Well resourced,Formal approach,Well resourced,Working condition,Not applicable,Modern and Emerging Technologies,Decision Support,Decision Support (Decision Support Technologies),Decision Support Technologies,4,4,4,3,4,4,0,3.8333333333
Enterprise Architecture [SR3115],CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Urban and Regional Planning,GMANS,RGL,Emerging,Emerging,Sufficiently resourced,Formal approach,Sufficiently resourced,Not applicable,Not applicable,Modern and Emerging Technologies,(Enterprise Architecture),(Enterprise Architecture) (Enterprise Architecture),Enterprise Architecture,2,2,3,3,3,0,0,2.6
